path,label,split
data\negatives\Alfred_Sisley_213.jpg,0,train
data\negatives\Joan_Miro_12.jpg,0,train
data\negatives\Pablo_Picasso_218.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_491.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_1.jpg,1,train
data\negatives\William_Turner_28.jpg,0,train
data\negatives\Paul_Gauguin_14.jpg,0,train
data\negatives\Rembrandt_46.jpg,0,train
data\negatives\Claude_Monet_14.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_165.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_372.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_554.jpg,1,train
data\negatives\Alfred_Sisley_119.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_752.jpg,1,train
data\negatives\Henri_Matisse_91.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_170.jpg,1,train
data\negatives\Albrecht_Du╠êrer_277.jpg,0,train
data\negatives\Edgar_Degas_134.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_744.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_226.jpg,1,train
data\negatives\Camille_Pissarro_35.jpg,0,train
data\negatives\Gustave_Courbet_48.jpg,0,train
data\negatives\Francisco_Goya_166.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_102.jpg,1,train
data\negatives\Camille_Pissarro_18.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_608.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_432.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_7.jpg,0,train
data\negatives\Vasiliy_Kandinskiy_82.jpg,0,train
data\negatives\Titian_145.jpg,0,train
data\negatives\Paul_Gauguin_115.jpg,0,train
data\negatives\Claude_Monet_43.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_738.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_494.jpg,1,train
data\negatives\Pablo_Picasso_100.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_500.jpg,1,train
data\negatives\Edgar_Degas_291.jpg,0,train
data\negatives\Gustav_Klimt_16.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_100.jpg,1,train
data\negatives\Henri_Matisse_130.jpg,0,train
data\negatives\Paul_Gauguin_149.jpg,0,train
data\negatives\Camille_Pissarro_75.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_550.jpg,1,train
data\negatives\Piet_Mondrian_22.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_674.jpg,1,train
data\negatives\Andy_Warhol_50.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_206.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_263.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_529.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_362.jpg,1,train
data\negatives\Paul_Gauguin_58.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_487.jpg,1,train
data\negatives\Titian_200.jpg,0,train
data\negatives\Paul_Gauguin_129.jpg,0,train
data\negatives\Alfred_Sisley_229.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_103.jpg,1,train
data\negatives\Edgar_Degas_58.jpg,0,train
data\negatives\Leonardo_da_Vinci_56.jpg,0,train
data\negatives\Paul_Gauguin_271.jpg,0,train
data\negatives\Vasiliy_Kandinskiy_51.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_56.jpg,1,train
data\negatives\Amedeo_Modigliani_2.jpg,0,train
data\negatives\Piet_Mondrian_76.jpg,0,train
data\negatives\Jackson_Pollock_15.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_108.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_459.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_259.jpg,1,train
data\negatives\Pablo_Picasso_202.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_485.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_522.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_346.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_636.jpg,1,train
data\negatives\Amedeo_Modigliani_148.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_44.jpg,1,train
data\negatives\Marc_Chagall_196.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_23.jpg,0,train
data\negatives\Gustav_Klimt_77.jpg,0,train
data\negatives\Andy_Warhol_35.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_875.jpg,1,train
data\negatives\Edgar_Degas_60.jpg,0,train
data\negatives\Pablo_Picasso_419.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_119.jpg,1,train
data\negatives\Pablo_Picasso_101.jpg,0,train
data\negatives\Pablo_Picasso_346.jpg,0,train
data\negatives\Pablo_Picasso_161.jpg,0,train
data\negatives\Alfred_Sisley_37.jpg,0,train
data\negatives\Andy_Warhol_64.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_679.jpg,1,train
data\negatives\Peter_Paul_Rubens_86.jpg,0,train
data\negatives\Gustave_Courbet_58.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_289.jpg,1,train
data\negatives\Paul_Gauguin_25.jpg,0,train
data\negatives\Alfred_Sisley_171.jpg,0,train
data\negatives\Paul_Gauguin_98.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_269.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_852.jpg,1,train
data\negatives\Albrecht_Du╠êrer_24.jpg,0,train
data\negatives\Georges_Seurat_12.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_240.jpg,1,train
data\negatives\Paul_Gauguin_245.jpg,0,train
data\negatives\Pablo_Picasso_114.jpg,0,train
data\negatives\Claude_Monet_32.jpg,0,train
data\negatives\Marc_Chagall_168.jpg,0,train
data\negatives\Alfred_Sisley_102.jpg,0,train
data\negatives\Edgar_Degas_663.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_858.jpg,1,train
data\negatives\Pieter_Bruegel_78.jpg,0,train
data\negatives\Amedeo_Modigliani_119.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_698.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_766.jpg,1,train
data\negatives\Paul_Gauguin_277.jpg,0,train
data\negatives\Albrecht_Du╠êrer_47.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_353.jpg,1,train
data\negatives\Edgar_Degas_401.jpg,0,train
data\negatives\Marc_Chagall_41.jpg,0,train
data\negatives\Giotto_di_Bondone_21.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_249.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_332.jpg,1,train
data\negatives\Amedeo_Modigliani_19.jpg,0,train
data\negatives\El_Greco_64.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_368.jpg,1,train
data\negatives\Titian_136.jpg,0,train
data\negatives\Vasiliy_Kandinskiy_73.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_139.jpg,1,train
data\negatives\Pieter_Bruegel_6.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_850.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_317.jpg,1,train
data\negatives\Salvador_Dali_50.jpg,0,train
data\negatives\Alfred_Sisley_187.jpg,0,train
data\negatives\Alfred_Sisley_177.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_318.jpg,1,train
data\negatives\Edouard_Manet_5.jpg,0,train
data\negatives\Alfred_Sisley_67.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_552.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_615.jpg,1,train
data\negatives\Pablo_Picasso_363.jpg,0,train
data\negatives\Pablo_Picasso_410.jpg,0,train
data\negatives\Paul_Gauguin_278.jpg,0,train
data\negatives\Raphael_19.jpg,0,train
data\negatives\Alfred_Sisley_55.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_315.jpg,1,train
data\negatives\Camille_Pissarro_85.jpg,0,train
data\negatives\Paul_Gauguin_273.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_469.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_524.jpg,1,train
data\negatives\Raphael_98.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_319.jpg,1,train
data\negatives\Paul_Gauguin_160.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_53.jpg,1,train
data\negatives\El_Greco_40.jpg,0,train
data\negatives\Alfred_Sisley_5.jpg,0,train
data\negatives\Edgar_Degas_394.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_326.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_742.jpg,1,train
data\negatives\Gustave_Courbet_52.jpg,0,train
data\negatives\Vasiliy_Kandinskiy_3.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_490.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_556.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_620.jpg,1,train
data\negatives\Paul_Klee_132.jpg,0,train
data\negatives\Vasiliy_Kandinskiy_69.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_111.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_215.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_260.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_93.jpg,1,train
data\negatives\Alfred_Sisley_60.jpg,0,train
data\negatives\Rembrandt_219.jpg,0,train
data\negatives\Alfred_Sisley_107.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_282.jpg,1,train
data\negatives\Andrei_Rublev_4.jpg,0,train
data\negatives\Kazimir_Malevich_33.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_193.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_296.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_382.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_230.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_621.jpg,1,train
data\negatives\Alfred_Sisley_30.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_762.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_518.jpg,1,train
data\negatives\Alfred_Sisley_32.jpg,0,train
data\negatives\Claude_Monet_67.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_255.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_545.jpg,1,train
data\negatives\Paul_Gauguin_124.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_483.jpg,1,train
data\negatives\Paul_Gauguin_19.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_829.jpg,1,train
data\negatives\Alfred_Sisley_224.jpg,0,train
data\negatives\Henri_Matisse_114.jpg,0,train
data\negatives\Claude_Monet_3.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_388.jpg,1,train
data\negatives\Salvador_Dali_22.jpg,0,train
data\negatives\Paul_Klee_2.jpg,0,train
data\negatives\Georges_Seurat_19.jpg,0,train
data\negatives\Marc_Chagall_158.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_94.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_138.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_180.jpg,1,train
data\negatives\Piet_Mondrian_31.jpg,0,train
data\negatives\Pablo_Picasso_112.jpg,0,train
data\negatives\Edgar_Degas_47.jpg,0,train
data\negatives\Mikhail_Vrubel_86.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_367.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_159.jpg,1,train
data\negatives\Alfred_Sisley_21.jpg,0,train
data\negatives\Giotto_di_Bondone_13.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_831.jpg,1,train
data\negatives\Albrecht_Du╠êrer_300.jpg,0,train
data\negatives\Francisco_Goya_36.jpg,0,train
data\negatives\Eugene_Delacroix_24.jpg,0,train
data\negatives\Alfred_Sisley_91.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_614.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_607.jpg,1,train
data\negatives\Alfred_Sisley_247.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_64.jpg,0,train
data\negatives\Alfred_Sisley_175.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_27.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_420.jpg,1,train
data\negatives\Paul_Gauguin_118.jpg,0,train
data\negatives\Rembrandt_95.jpg,0,train
data\negatives\Pablo_Picasso_229.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_319.jpg,0,train
data\negatives\Alfred_Sisley_94.jpg,0,train
data\negatives\Piet_Mondrian_62.jpg,0,train
data\negatives\Alfred_Sisley_254.jpg,0,train
data\negatives\Alfred_Sisley_192.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_212.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_160.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_363.jpg,1,train
data\negatives\Diego_Velazquez_50.jpg,0,train
data\negatives\Georges_Seurat_38.jpg,0,train
data\negatives\Andy_Warhol_141.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_809.jpg,1,train
data\negatives\Eugene_Delacroix_3.jpg,0,train
data\negatives\Pablo_Picasso_199.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_673.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_35.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_192.jpg,0,train
data\negatives\Pablo_Picasso_301.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_333.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_144.jpg,0,train
data\negatives\Kazimir_Malevich_35.jpg,0,train
data\negatives\Edvard_Munch_58.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_209.jpg,1,train
data\negatives\Paul_Klee_172.jpg,0,train
data\negatives\Paul_Gauguin_237.jpg,0,train
data\negatives\Francisco_Goya_37.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_213.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_774.jpg,1,train
data\negatives\Alfred_Sisley_101.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_375.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_36.jpg,1,train
data\negatives\Pieter_Bruegel_10.jpg,0,train
data\negatives\Andy_Warhol_14.jpg,0,train
data\negatives\Camille_Pissarro_49.jpg,0,train
data\negatives\Gustav_Klimt_66.jpg,0,train
data\negatives\Alfred_Sisley_103.jpg,0,train
data\negatives\Henri_Matisse_132.jpg,0,train
data\negatives\Edgar_Degas_615.jpg,0,train
data\negatives\Paul_Gauguin_269.jpg,0,train
data\negatives\Albrecht_Du╠êrer_128.jpg,0,train
data\negatives\Paul_Gauguin_65.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_12.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_663.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_15.jpg,0,train
data\negatives\Marc_Chagall_81.jpg,0,train
data\negatives\Paul_Cezanne_31.jpg,0,train
data\negatives\Alfred_Sisley_19.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_223.jpg,1,train
data\negatives\Paul_Gauguin_302.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_565.jpg,1,train
data\negatives\Paul_Gauguin_156.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_189.jpg,1,train
data\negatives\Vasiliy_Kandinskiy_33.jpg,0,train
data\negatives\Edgar_Degas_253.jpg,0,train
data\negatives\Sandro_Botticelli_129.jpg,0,train
data\negatives\Andy_Warhol_156.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_142.jpg,0,train
data\negatives\Alfred_Sisley_182.jpg,0,train
data\negatives\Albrecht_Du╠êrer_158.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_99.jpg,0,train
data\negatives\Claude_Monet_2.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_787.jpg,1,train
data\negatives\Alfred_Sisley_51.jpg,0,train
data\negatives\Alfred_Sisley_93.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_28.jpg,1,train
data\negatives\Edgar_Degas_148.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_150.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_179.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_337.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_171.jpg,1,train
data\negatives\Francisco_Goya_21.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_435.jpg,1,train
data\negatives\Alfred_Sisley_8.jpg,0,train
data\negatives\Alfred_Sisley_65.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_196.jpg,1,train
data\negatives\Alfred_Sisley_248.jpg,0,train
data\negatives\Pieter_Bruegel_134.jpg,0,train
data\negatives\Edgar_Degas_636.jpg,0,train
data\negatives\Edgar_Degas_612.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_266.jpg,1,train
data\negatives\Peter_Paul_Rubens_18.jpg,0,train
data\negatives\Alfred_Sisley_137.jpg,0,train
data\negatives\Alfred_Sisley_88.jpg,0,train
data\negatives\Henri_Matisse_71.jpg,0,train
data\negatives\Edgar_Degas_533.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_683.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_796.jpg,1,train
data\negatives\Gustav_Klimt_46.jpg,0,train
data\negatives\Leonardo_da_Vinci_105.jpg,0,train
data\negatives\Gustave_Courbet_45.jpg,0,train
data\negatives\Alfred_Sisley_52.jpg,0,train
data\negatives\Claude_Monet_47.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_283.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_644.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_675.jpg,1,train
data\negatives\Henri_de_Toulouse-Lautrec_21.jpg,0,train
data\negatives\Alfred_Sisley_201.jpg,0,train
data\negatives\Alfred_Sisley_191.jpg,0,train
data\negatives\Camille_Pissarro_68.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_38.jpg,0,train
data\negatives\Henri_de_Toulouse-Lautrec_44.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_274.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_15.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_562.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_696.jpg,1,train
data\negatives\Paul_Klee_51.jpg,0,train
data\negatives\Rembrandt_244.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_295.jpg,0,train
data\negatives\Titian_251.jpg,0,train
data\negatives\Hieronymus_Bosch_2.jpg,0,train
data\negatives\Henri_Matisse_47.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_470.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_322.jpg,1,train
data\negatives\Vasiliy_Kandinskiy_25.jpg,0,train
data\negatives\Paul_Klee_161.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_712.jpg,1,train
data\negatives\Andy_Warhol_99.jpg,0,train
data\negatives\Jan_van_Eyck_41.jpg,0,train
data\negatives\Andy_Warhol_144.jpg,0,train
data\negatives\Paul_Gauguin_113.jpg,0,train
data\negatives\Marc_Chagall_208.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_572.jpg,1,train
data\negatives\Gustav_Klimt_17.jpg,0,train
data\negatives\Edgar_Degas_565.jpg,0,train
data\negatives\Edgar_Degas_370.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_395.jpg,1,train
data\negatives\Paul_Klee_155.jpg,0,train
data\negatives\Paul_Gauguin_125.jpg,0,train
data\negatives\Paul_Gauguin_215.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_232.jpg,1,train
data\negatives\Paul_Gauguin_105.jpg,0,train
data\negatives\Michelangelo_23.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_480.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_54.jpg,1,train
data\negatives\Edouard_Manet_10.jpg,0,train
data\negatives\Paul_Gauguin_194.jpg,0,train
data\negatives\Titian_179.jpg,0,train
data\negatives\Joan_Miro_39.jpg,0,train
data\negatives\Gustav_Klimt_22.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_758.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_235.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_86.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_551.jpg,1,train
data\negatives\Titian_195.jpg,0,train
data\negatives\Peter_Paul_Rubens_37.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_476.jpg,1,train
data\negatives\Gustav_Klimt_37.jpg,0,train
data\negatives\Sandro_Botticelli_10.jpg,0,train
data\negatives\Pieter_Bruegel_12.jpg,0,train
data\negatives\Paul_Cezanne_39.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_670.jpg,1,train
data\negatives\Alfred_Sisley_116.jpg,0,train
data\negatives\Paul_Gauguin_101.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_672.jpg,1,train
data\negatives\Peter_Paul_Rubens_119.jpg,0,train
data\negatives\Claude_Monet_6.jpg,0,train
data\negatives\Hieronymus_Bosch_132.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_57.jpg,1,train
data\negatives\Pieter_Bruegel_29.jpg,0,train
data\negatives\Pieter_Bruegel_131.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_578.jpg,1,train
data\negatives\Marc_Chagall_230.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_826.jpg,1,train
data\negatives\Rembrandt_39.jpg,0,train
data\negatives\Gustav_Klimt_88.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_779.jpg,1,train
data\negatives\Edgar_Degas_127.jpg,0,train
data\negatives\Paul_Gauguin_128.jpg,0,train
data\negatives\Frida_Kahlo_24.jpg,0,train
data\negatives\Pablo_Picasso_47.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_74.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_433.jpg,1,train
data\negatives\Marc_Chagall_65.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_594.jpg,1,train
data\negatives\Claude_Monet_33.jpg,0,train
data\negatives\Amedeo_Modigliani_99.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_26.jpg,1,train
data\negatives\Gustave_Courbet_42.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_682.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_66.jpg,1,train
data\negatives\Rene_Magritte_179.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_702.jpg,1,train
data\negatives\Giotto_di_Bondone_12.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_109.jpg,0,train
data\negatives\Henri_Matisse_96.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_605.jpg,1,train
data\negatives\Gustav_Klimt_82.jpg,0,train
data\negatives\Alfred_Sisley_217.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_327.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_228.jpg,1,train
data\negatives\Marc_Chagall_124.jpg,0,train
data\negatives\Pieter_Bruegel_74.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_798.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_181.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_314.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_250.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_19.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_561.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_391.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_62.jpg,1,train
data\negatives\Alfred_Sisley_234.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_30.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_699.jpg,1,train
data\negatives\Albrecht_Du╠êrer_142.jpg,0,train
data\negatives\Albrecht_Du╠êrer_45.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_129.jpg,1,train
data\negatives\Gustave_Courbet_39.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_95.jpg,1,train
data\negatives\Alfred_Sisley_125.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_566.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_238.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_596.jpg,1,train
data\negatives\Edvard_Munch_3.jpg,0,train
data\negatives\Amedeo_Modigliani_101.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_542.jpg,1,train
data\negatives\Peter_Paul_Rubens_141.jpg,0,train
data\negatives\Alfred_Sisley_62.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_681.jpg,1,train
data\negatives\Andy_Warhol_133.jpg,0,train
data\negatives\Rembrandt_63.jpg,0,train
data\negatives\Marc_Chagall_34.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_694.jpg,1,train
data\negatives\Amedeo_Modigliani_90.jpg,0,train
data\negatives\Alfred_Sisley_115.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_168.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_653.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_290.jpg,1,train
data\negatives\Leonardo_da_Vinci_61.jpg,0,train
data\negatives\Diego_Rivera_24.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_224.jpg,1,train
data\negatives\Claude_Monet_21.jpg,0,train
data\negatives\Alfred_Sisley_186.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_71.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_535.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_724.jpg,1,train
data\negatives\Alfred_Sisley_231.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_818.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_26.jpg,0,train
data\negatives\Marc_Chagall_128.jpg,0,train
data\negatives\Paul_Gauguin_236.jpg,0,train
data\negatives\Michelangelo_3.jpg,0,train
data\negatives\Gustav_Klimt_36.jpg,0,train
data\negatives\Paul_Klee_170.jpg,0,train
data\negatives\Albrecht_Du╠êrer_75.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_414.jpg,1,train
data\negatives\Marc_Chagall_82.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_256.jpg,0,train
data\negatives\Rembrandt_12.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_35.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_252.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_225.jpg,1,train
data\negatives\Alfred_Sisley_162.jpg,0,train
data\negatives\Henri_Matisse_9.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_863.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_436.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_488.jpg,1,train
data\negatives\Camille_Pissarro_31.jpg,0,train
data\negatives\Edvard_Munch_32.jpg,0,train
data\negatives\Alfred_Sisley_246.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_145.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_811.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_418.jpg,1,train
data\negatives\Albrecht_Du╠êrer_25.jpg,0,train
data\negatives\Alfred_Sisley_210.jpg,0,train
data\negatives\Rene_Magritte_58.jpg,0,train
data\negatives\Vasiliy_Kandinskiy_37.jpg,0,train
data\negatives\Paul_Gauguin_3.jpg,0,train
data\negatives\Edgar_Degas_131.jpg,0,train
data\negatives\Alfred_Sisley_253.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_822.jpg,1,train
data\negatives\Alfred_Sisley_221.jpg,0,train
data\negatives\Francisco_Goya_34.jpg,0,train
